sample,stage,outer_held_out_record,candidate,source,name,candidate_order,candidate_config,inner_mean_balanced_accuracy,inner_held_out_record,n_inner_train,n_inner_validation,accuracy,balanced_accuracy,auc,macro_f1,n_train,n_validation
raw_qc_pass,cue_locked,VisualCogA_Task-1,round1::logistic_full_baseline_13_l2_100,round1_classifier,round1::logistic_full_baseline_13_l2_100,3,"{""name"": ""logistic_full_baseline_13_l2_100"", ""model"": ""logistic"", ""feature_set"": ""full_baseline_13"", ""scaler"": ""standard"", ""parameter"": 100.0, ""gamma"": null, ""candidate"": ""logistic_full_baseline_13_l2_100"", ""parameters"": ""{\""parameter\"": 100.0, \""gamma\"": null}""}",0.4871459156072169,VisualCogB_Task-1,189.0,98.0,0.5102040816326531,0.5259197324414716,0.5037625418060201,0.4842105263157894,,
raw_qc_pass,cue_locked,VisualCogA_Task-1,round1::logistic_full_baseline_13_l2_100,round1_classifier,round1::logistic_full_baseline_13_l2_100,3,"{""name"": ""logistic_full_baseline_13_l2_100"", ""model"": ""logistic"", ""feature_set"": ""full_baseline_13"", ""scaler"": ""standard"", ""parameter"": 100.0, ""gamma"": null, ""candidate"": ""logistic_full_baseline_13_l2_100"", ""parameters"": ""{\""parameter\"": 100.0, \""gamma\"": null}""}",0.4871459156072169,VisualCogB_Task-2,194.0,93.0,0.4946236559139785,0.4976873265494912,0.5,0.4517747397466449,,
raw_qc_pass,cue_locked,VisualCogA_Task-1,round1::shrinkage_lda_full_baseline_13,round1_classifier,round1::shrinkage_lda_full_baseline_13,4,"{""name"": ""shrinkage_lda_full_baseline_13"", ""model"": ""lda"", ""feature_set"": ""full_baseline_13"", ""scaler"": ""standard"", ""parameter"": null, ""gamma"": null, ""candidate"": ""shrinkage_lda_full_baseline_13"", ""parameters"": ""{\""parameter\"": null, \""gamma\"": null}""}",0.4561363092430006,VisualCogA_Task-2,191.0,96.0,0.4479166666666667,0.4272486772486772,0.414021164021164,0.4201709401709402,,
raw_qc_pass,cue_locked,VisualCogA_Task-1,round1::shrinkage_lda_full_baseline_13,round1_classifier,round1::shrinkage_lda_full_baseline_13,4,"{""name"": ""shrinkage_lda_full_baseline_13"", ""model"": ""lda"", ""feature_set"": ""full_baseline_13"", ""scaler"": ""standard"", ""parameter"": null, ""gamma"": null, ""candidate"": ""shrinkage_lda_full_baseline_13"", ""parameters"": ""{\""parameter\"": null, \""gamma\"": null}""}",0.4561363092430006,VisualCogB_Task-1,189.0,98.0,0.46938775510204084,0.4661371237458194,0.5037625418060201,0.46582809224318655,,
raw_qc_pass,cue_locked,VisualCogA_Task-1,round1::shrinkage_lda_full_baseline_13,round1_classifier,round1::shrinkage_lda_full_baseline_13,4,"{""name"": ""shrinkage_lda_full_baseline_13"", ""model"": ""lda"", ""feature_set"": ""full_baseline_13"", ""scaler"": ""standard"", ""parameter"": null, ""gamma"": null, ""candidate"": ""shrinkage_lda_full_baseline_13"", ""parameters"": ""{\""parameter\"": null, \""gamma\"": null}""}",0.4561363092430006,VisualCogB_Task-2,194.0,93.0,0.4731182795698925,0.4750231267345051,0.49306197964847365,0.457047539616347,,
raw_qc_pass,cue_locked,VisualCogA_Task-1,round1::logistic_drop_redundant_alpha_asym_12_l2_0.1,round1_classifier,round1::logistic_drop_redundant_alpha_asym_12_l2_0.1,5,"{""name"": ""logistic_drop_redundant_alpha_asym_12_l2_0.1"", ""model"": ""logistic"", ""feature_set"": ""drop_redundant_alpha_asym_12"", ""scaler"": ""standard"", ""parameter"": 0.1, ""gamma"": null, ""candidate"": ""logistic_drop_redundant_alpha_asym_12_l2_0.1"", ""parameters"": ""{\""parameter\"": 0.1, \""gamma\"": null}""}",0.48439949430544554,VisualCogA_Task-2,191.0,96.0,0.4583333333333333,0.43915343915343913,0.4175485008818342,0.4337568058076225,,
raw_qc_pass,cue_locked,VisualCogA_Task-1,round1::logistic_drop_redundant_alpha_asym_12_l2_0.1,round1_classifier,round1::logistic_drop_redundant_alpha_asym_12_l2_0.1,5,"{""name"": ""logistic_drop_redundant_alpha_asym_12_l2_0.1"", ""model"": ""logistic"", ""feature_set"": ""drop_redundant_alpha_asym_12"", ""scaler"": ""standard"", ""parameter"": 0.1, ""gamma"": null, ""candidate"": ""logistic_drop_redundant_alpha_asym_12_l2_0.1"", ""parameters"": ""{\""parameter\"": 0.1, \""gamma\"": null}""}",0.48439949430544554,VisualCogB_Task-1,189.0,98.0,0.4897959183673469,0.48536789297658867,0.5108695652173912,0.48442760942760943,,
raw_qc_pass,cue_locked,VisualCogA_Task-1,round1::logistic_drop_redundant_alpha_asym_12_l2_0.1,round1_classifier,round1::logistic_drop_redundant_alpha_asym_12_l2_0.1,5,"{""name"": ""logistic_drop_redundant_alpha_asym_12_l2_0.1"", ""model"": ""logistic"", ""feature_set"": ""drop_redundant_alpha_asym_12"", ""scaler"": ""standard"", ""parameter"": 0.1, ""gamma"": null, ""candidate"": ""logistic_drop_redundant_alpha_asym_12_l2_0.1"", ""parameters"": ""{\""parameter\"": 0.1, \""gamma\"": null}""}",0.48439949430544554,VisualCogB_Task-2,194.0,93.0,0.5268817204301075,0.528677150786309,0.4842738205365402,0.5142450142450142,,
raw_qc_pass,cue_locked,VisualCogA_Task-1,round1::logistic_drop_redundant_alpha_asym_12_l2_10,round1_classifier,round1::logistic_drop_redundant_alpha_asym_12_l2_10,6,"{""name"": ""logistic_drop_redundant_alpha_asym_12_l2_10"", ""model"": ""logistic"", ""feature_set"": ""drop_redundant_alpha_asym_12"", ""scaler"": ""standard"", ""parameter"": 10.0, ""gamma"": null, ""candidate"": ""logistic_drop_redundant_alpha_asym_12_l2_10"", ""parameters"": ""{\""parameter\"": 10.0, \""gamma\"": null}""}",0.48206595627964727,VisualCogA_Task-2,191.0,96.0,0.46875,0.44841269841269843,0.4131393298059965,0.4420512820512821,,
raw_qc_pass,cue_locked,VisualCogA_Task-1,round1::logistic_drop_redundant_alpha_asym_12_l2_10,round1_classifier,round1::logistic_drop_redundant_alpha_asym_12_l2_10,6,"{""name"": ""logistic_drop_redundant_alpha_asym_12_l2_10"", ""model"": ""logistic"", ""feature_set"": ""drop_redundant_alpha_asym_12"", ""scaler"": ""standard"", ""parameter"": 10.0, ""gamma"": null, ""candidate"": ""logistic_drop_redundant_alpha_asym_12_l2_10"", ""parameters"": ""{\""parameter\"": 10.0, \""gamma\"": null}""}",0.48206595627964727,VisualCogB_Task-1,189.0,98.0,0.4897959183673469,0.4903846153846154,0.49790969899665544,0.48958333333333337,,
raw_qc_pass,cue_locked,VisualCogA_Task-1,round1::logistic_drop_redundant_alpha_asym_12_l2_10,round1_classifier,round1::logistic_drop_redundant_alpha_asym_12_l2_10,6,"{""name"": ""logistic_drop_redundant_alpha_asym_12_l2_10"", ""model"": ""logistic"", ""feature_set"": ""drop_redundant_alpha_asym_12"", ""scaler"": ""standard"", ""parameter"": 10.0, ""gamma"": null, ""candidate"": ""logistic_drop_redundant_alpha_asym_12_l2_10"", ""parameters"": ""{\""parameter\"": 10.0, \""gamma\"": null}""}",0.48206595627964727,VisualCogB_Task-2,194.0,93.0,0.5053763440860215,0.5074005550416281,0.4851988899167438,0.4882775119617225,,
raw_qc_pass,cue_locked,VisualCogA_Task-1,round1::logistic_drop_redundant_alpha_asym_12_l2_100,round1_classifier,round1::logistic_drop_redundant_alpha_asym_12_l2_100,7,"{""name"": ""logistic_drop_redundant_alpha_asym_12_l2_100"", ""model"": ""logistic"", ""feature_set"": ""drop_redundant_alpha_asym_12"", ""scaler"": ""standard"", ""parameter"": 100.0, ""gamma"": null, ""candidate"": ""logistic_drop_redundant_alpha_asym_12_l2_100"", ""parameters"": ""{\""parameter\"": 100.0, \""gamma\"": null}""}",0.45290929676529434,VisualCogA_Task-2,191.0,96.0,0.4166666666666667,0.41534391534391535,0.39109347442680775,0.41437908496732023,,
raw_qc_pass,cue_locked,VisualCogA_Task-1,round1::logistic_drop_redundant_alpha_asym_12_l2_100,round1_classifier,round1::logistic_drop_redundant_alpha_asym_12_l2_100,7,"{""name"": ""logistic_drop_redundant_alpha_asym_12_l2_100"", ""model"": ""logistic"", ""feature_set"": ""drop_redundant_alpha_asym_12"", ""scaler"": ""standard"", ""parameter"": 100.0, ""gamma"": null, ""candidate"": ""logistic_drop_redundant_alpha_asym_12_l2_100"", ""parameters"": ""{\""parameter\"": 100.0, \""gamma\"": null}""}",0.45290929676529434,VisualCogB_Task-1,189.0,98.0,0.4489795918367347,0.46697324414715724,0.4908026755852843,0.40725806451612906,,
raw_qc_pass,cue_locked,VisualCogA_Task-1,round1::logistic_drop_redundant_alpha_asym_12_l2_100,round1_classifier,round1::logistic_drop_redundant_alpha_asym_12_l2_100,7,"{""name"": ""logistic_drop_redundant_alpha_asym_12_l2_100"", ""model"": ""logistic"", ""feature_set"": ""drop_redundant_alpha_asym_12"", ""scaler"": ""standard"", ""parameter"": 100.0, ""gamma"": null, ""candidate"": ""logistic_drop_redundant_alpha_asym_12_l2_100"", ""parameters"": ""{\""parameter\"": 100.0, \""gamma\"": null}""}",0.45290929676529434,VisualCogB_Task-2,194.0,93.0,0.4731182795698925,0.4764107308048104,0.47641073080481033,0.4205975842339479,,
raw_qc_pass,cue_locked,VisualCogA_Task-1,round1::shrinkage_lda_drop_redundant_alpha_asym_12,round1_classifier,round1::shrinkage_lda_drop_redundant_alpha_asym_12,8,"{""name"": ""shrinkage_lda_drop_redundant_alpha_asym_12"", ""model"": ""lda"", ""feature_set"": ""drop_redundant_alpha_asym_12"", ""scaler"": ""standard"", ""parameter"": null, ""gamma"": null, ""candidate"": ""shrinkage_lda_drop_redundant_alpha_asym_12"", ""parameters"": ""{\""parameter\"": null, \""gamma\"": null}""}",0.4623466736093933,VisualCogA_Task-2,191.0,96.0,0.4479166666666667,0.42460317460317465,0.40652557319223986,0.4142972257396109,,
raw_qc_pass,cue_locked,VisualCogA_Task-1,round1::shrinkage_lda_drop_redundant_alpha_asym_12,round1_classifier,round1::shrinkage_lda_drop_redundant_alpha_asym_12,8,"{""name"": ""shrinkage_lda_drop_redundant_alpha_asym_12"", ""model"": ""lda"", ""feature_set"": ""drop_redundant_alpha_asym_12"", ""scaler"": ""standard"", ""parameter"": null, ""gamma"": null, ""candidate"": ""shrinkage_lda_drop_redundant_alpha_asym_12"", ""parameters"": ""{\""parameter\"": null, \""gamma\"": null}""}",0.4623466736093933,VisualCogB_Task-1,189.0,98.0,0.46938775510204084,0.4661371237458194,0.5008361204013378,0.46582809224318655,,
raw_qc_pass,cue_locked,VisualCogA_Task-1,round1::shrinkage_lda_drop_redundant_alpha_asym_12,round1_classifier,round1::shrinkage_lda_drop_redundant_alpha_asym_12,8,"{""name"": ""shrinkage_lda_drop_redundant_alpha_asym_12"", ""model"": ""lda"", ""feature_set"": ""drop_redundant_alpha_asym_12"", ""scaler"": ""standard"", ""parameter"": null, ""gamma"": null, ""candidate"": ""shrinkage_lda_drop_redundant_alpha_asym_12"", ""parameters"": ""{\""parameter\"": null, \""gamma\"": null}""}",0.4623466736093933,VisualCogB_Task-2,194.0,93.0,0.4946236559139785,0.49629972247918597,0.4842738205365403,0.4829054773453212,,
raw_qc_pass,cue_locked,VisualCogA_Task-1,round1::logistic_erp_only_3_l2_0.1,round1_classifier,round1::logistic_erp_only_3_l2_0.1,9,"{""name"": ""logistic_erp_only_3_l2_0.1"", ""model"": ""logistic"", ""feature_set"": ""erp_only_3"", ""scaler"": ""standard"", ""parameter"": 0.1, ""gamma"": null, ""candidate"": ""logistic_erp_only_3_l2_0.1"", ""parameters"": ""{\""parameter\"": 0.1, \""gamma\"": null}""}",0.5278701309768223,VisualCogA_Task-2,191.0,96.0,0.4895833333333333,0.5462962962962963,0.621252204585538,0.4005352363960749,,
raw_qc_pass,cue_locked,VisualCogA_Task-1,round1::logistic_erp_only_3_l2_0.1,round1_classifier,round1::logistic_erp_only_3_l2_0.1,9,"{""name"": ""logistic_erp_only_3_l2_0.1"", ""model"": ""logistic"", ""feature_set"": ""erp_only_3"", ""scaler"": ""standard"", ""parameter"": 0.1, ""gamma"": null, ""candidate"": ""logistic_erp_only_3_l2_0.1"", ""parameters"": ""{\""parameter\"": 0.1, \""gamma\"": null}""}",0.5278701309768223,VisualCogB_Task-1,189.0,98.0,0.5204081632653061,0.5405518394648829,0.47115384615384615,0.4743809197763323,,
raw_qc_pass,cue_locked,VisualCogA_Task-1,round1::logistic_erp_only_3_l2_0.1,round1_classifier,round1::logistic_erp_only_3_l2_0.1,9,"{""name"": ""logistic_erp_only_3_l2_0.1"", ""model"": ""logistic"", ""feature_set"": ""erp_only_3"", ""scaler"": ""standard"", ""parameter"": 0.1, ""gamma"": null, ""candidate"": ""logistic_erp_only_3_l2_0.1"", ""parameters"": ""{\""parameter\"": 0.1, \""gamma\"": null}""}",0.5278701309768223,VisualCogB_Task-2,194.0,93.0,0.4946236559139785,0.4967622571692877,0.4671600370027752,0.474954954954955,,
raw_qc_pass,cue_locked,VisualCogA_Task-1,round1::logistic_erp_only_3_l2_10,round1_classifier,round1::logistic_erp_only_3_l2_10,10,"{""name"": ""logistic_erp_only_3_l2_10"", ""model"": ""logistic"", ""feature_set"": ""erp_only_3"", ""scaler"": ""standard"", ""parameter"": 10.0, ""gamma"": null, ""candidate"": ""logistic_erp_only_3_l2_10"", ""parameters"": ""{\""parameter\"": 10.0, \""gamma\"": null}""}",0.5159363626061129,VisualCogA_Task-2,191.0,96.0,0.46875,0.5277777777777778,0.6062610229276896,0.36374269005847953,,
raw_qc_pass,cue_locked,VisualCogA_Task-1,round1::logistic_erp_only_3_l2_10,round1_classifier,round1::logistic_erp_only_3_l2_10,10,"{""name"": ""logistic_erp_only_3_l2_10"", ""model"": ""logistic"", ""feature_set"": ""erp_only_3"", ""scaler"": ""standard"", ""parameter"": 10.0, ""gamma"": null, ""candidate"": ""logistic_erp_only_3_l2_10"", ""parameters"": ""{\""parameter\"": 10.0, \""gamma\"": null}""}",0.5159363626061129,VisualCogB_Task-1,189.0,98.0,0.5,0.5225752508361203,0.4707357859531772,0.4360540223135643,,
raw_qc_pass,cue_locked,VisualCogA_Task-1,round1::logistic_erp_only_3_l2_10,round1_classifier,round1::logistic_erp_only_3_l2_10,10,"{""name"": ""logistic_erp_only_3_l2_10"", ""model"": ""logistic"", ""feature_set"": ""erp_only_3"", ""scaler"": ""standard"", ""parameter"": 10.0, ""gamma"": null, ""candidate"": ""logistic_erp_only_3_l2_10"", ""parameters"": ""{\""parameter\"": 10.0, \""gamma\"": null}""}",0.5159363626061129,VisualCogB_Task-2,194.0,93.0,0.4946236559139785,0.49745605920444036,0.47502312673450503,0.4585655890003716,,
raw_qc_pass,cue_locked,VisualCogA_Task-1,round1::logistic_erp_only_3_l2_100,round1_classifier,round1::logistic_erp_only_3_l2_100,11,"{""name"": ""logistic_erp_only_3_l2_100"", ""model"": ""logistic"", ""feature_set"": ""erp_only_3"", ""scaler"": ""standard"", ""parameter"": 100.0, ""gamma"": null, ""candidate"": ""logistic_erp_only_3_l2_100"", ""parameters"": ""{\""parameter\"": 100.0, \""gamma\"": null}""}",0.4845940368604568,VisualCogA_Task-2,191.0,96.0,0.4375,0.5,0.5599647266313933,0.30434782608695654,,
raw_qc_pass,cue_locked,VisualCogA_Task-1,round1::logistic_erp_only_3_l2_100,round1_classifier,round1::logistic_erp_only_3_l2_100,11,"{""name"": ""logistic_erp_only_3_l2_100"", ""model"": ""logistic"", ""feature_set"": ""erp_only_3"", ""scaler"": ""standard"", ""parameter"": 100.0, ""gamma"": null, ""candidate"": ""logistic_erp_only_3_l2_100"", ""parameters"": ""{\""parameter\"": 100.0, \""gamma\"": null}""}",0.4845940368604568,VisualCogB_Task-1,189.0,98.0,0.4897959183673469,0.5192307692307693,0.47031772575250835,0.36098069900886803,,
raw_qc_pass,cue_locked,VisualCogA_Task-1,round1::logistic_erp_only_3_l2_100,round1_classifier,round1::logistic_erp_only_3_l2_100,11,"{""name"": ""logistic_erp_only_3_l2_100"", ""model"": ""logistic"", ""feature_set"": ""erp_only_3"", ""scaler"": ""standard"", ""parameter"": 100.0, ""gamma"": null, ""candidate"": ""logistic_erp_only_3_l2_100"", ""parameters"": ""{\""parameter\"": 100.0, \""gamma\"": null}""}",0.4845940368604568,VisualCogB_Task-2,194.0,93.0,0.43010752688172044,0.4345513413506013,0.4750231267345051,0.3158917418459403,,
raw_qc_pass,cue_locked,VisualCogA_Task-1,round1::shrinkage_lda_erp_only_3,round1_classifier,round1::shrinkage_lda_erp_only_3,12,"{""name"": ""shrinkage_lda_erp_only_3"", ""model"": ""lda"", ""feature_set"": ""erp_only_3"", ""scaler"": ""standard"", ""parameter"": null, ""gamma"": null, ""candidate"": ""shrinkage_lda_erp_only_3"", ""parameters"": ""{\""parameter\"": null, \""gamma\"": null}""}",0.5051500360627712,VisualCogA_Task-2,191.0,96.0,0.4479166666666667,0.5092592592592593,0.5511463844797178,0.32475116124751163,,
raw_qc_pass,cue_locked,VisualCogA_Task-1,round1::shrinkage_lda_erp_only_3,round1_classifier,round1::shrinkage_lda_erp_only_3,12,"{""name"": ""shrinkage_lda_erp_only_3"", ""model"": ""lda"", ""feature_set"": ""erp_only_3"", ""scaler"": ""standard"", ""parameter"": null, ""gamma"": null, ""candidate"": ""shrinkage_lda_erp_only_3"", ""parameters"": ""{\""parameter\"": null, \""gamma\"": null}""}",0.5051500360627712,VisualCogB_Task-1,189.0,98.0,0.5102040816326531,0.5309364548494984,0.47031772575250835,0.4595588235294118,,
raw_qc_pass,cue_locked,VisualCogA_Task-1,round1::shrinkage_lda_erp_only_3,round1_classifier,round1::shrinkage_lda_erp_only_3,12,"{""name"": ""shrinkage_lda_erp_only_3"", ""model"": ""lda"", ""feature_set"": ""erp_only_3"", ""scaler"": ""standard"", ""parameter"": null, ""gamma"": null, ""candidate"": ""shrinkage_lda_erp_only_3"", ""parameters"": ""{\""parameter\"": null, \""gamma\"": null}""}",0.5051500360627712,VisualCogB_Task-2,194.0,93.0,0.4731182795698925,0.47525439407955594,0.4824236817761332,0.4526126126126126,,
raw_qc_pass,cue_locked,VisualCogA_Task-1,round1::logistic_bandpower_only_9_l2_0.1,round1_classifier,round1::logistic_bandpower_only_9_l2_0.1,13,"{""name"": ""logistic_bandpower_only_9_l2_0.1"", ""model"": ""logistic"", ""feature_set"": ""bandpower_only_9"", ""scaler"": ""standard"", ""parameter"": 0.1, ""gamma"": null, ""candidate"": ""logistic_bandpower_only_9_l2_0.1"", ""parameters"": ""{\""parameter\"": 0.1, \""gamma\"": null}""}",0.4466437275564627,VisualCogA_Task-2,191.0,96.0,0.4479166666666667,0.4298941798941799,0.4113756613756614,0.4254093732354602,,
raw_qc_pass,cue_locked,VisualCogA_Task-1,round1::logistic_bandpower_only_9_l2_0.1,round1_classifier,round1::logistic_bandpower_only_9_l2_0.1,13,"{""name"": ""logistic_bandpower_only_9_l2_0.1"", ""model"": ""logistic"", ""feature_set"": ""bandpower_only_9"", ""scaler"": ""standard"", ""parameter"": 0.1, ""gamma"": null, ""candidate"": ""logistic_bandpower_only_9_l2_0.1"", ""parameters"": ""{\""parameter\"": 0.1, \""gamma\"": null}""}",0.4466437275564627,VisualCogB_Task-1,189.0,98.0,0.45918367346938777,0.4565217391304348,0.47198996655518394,0.45641025641025645,,
raw_qc_pass,cue_locked,VisualCogA_Task-1,round1::logistic_bandpower_only_9_l2_0.1,round1_classifier,round1::logistic_bandpower_only_9_l2_0.1,13,"{""name"": ""logistic_bandpower_only_9_l2_0.1"", ""model"": ""logistic"", ""feature_set"": ""bandpower_only_9"", ""scaler"": ""standard"", ""parameter"": 0.1, ""gamma"": null, ""candidate"": ""logistic_bandpower_only_9_l2_0.1"", ""parameters"": ""{\""parameter\"": 0.1, \""gamma\"": null}""}",0.4466437275564627,VisualCogB_Task-2,194.0,93.0,0.45161290322580644,0.45351526364477335,0.4870490286771508,0.4348862147027285,,
raw_qc_pass,cue_locked,VisualCogA_Task-1,round1::logistic_bandpower_only_9_l2_10,round1_classifier,round1::logistic_bandpower_only_9_l2_10,14,"{""name"": ""logistic_bandpower_only_9_l2_10"", ""model"": ""logistic"", ""feature_set"": ""bandpower_only_9"", ""scaler"": ""standard"", ""parameter"": 10.0, ""gamma"": null, ""candidate"": ""logistic_bandpower_only_9_l2_10"", ""parameters"": ""{\""parameter\"": 10.0, \""gamma\"": null}""}",0.4434283553154969,VisualCogA_Task-2,191.0,96.0,0.4583333333333333,0.4365079365079365,0.40476190476190477,0.42830966559780115,,
raw_qc_pass,cue_locked,VisualCogA_Task-1,round1::logistic_bandpower_only_9_l2_10,round1_classifier,round1::logistic_bandpower_only_9_l2_10,14,"{""name"": ""logistic_bandpower_only_9_l2_10"", ""model"": ""logistic"", ""feature_set"": ""bandpower_only_9"", ""scaler"": ""standard"", ""parameter"": 10.0, ""gamma"": null, ""candidate"": ""logistic_bandpower_only_9_l2_10"", ""parameters"": ""{\""parameter\"": 10.0, \""gamma\"": null}""}",0.4434283553154969,VisualCogB_Task-1,189.0,98.0,0.4387755102040816,0.4397993311036789,0.46571906354515047,0.43871706758304696,,
raw_qc_pass,cue_locked,VisualCogA_Task-1,round1::logistic_bandpower_only_9_l2_10,round1_classifier,round1::logistic_bandpower_only_9_l2_10,14,"{""name"": ""logistic_bandpower_only_9_l2_10"", ""model"": ""logistic"", ""feature_set"": ""bandpower_only_9"", ""scaler"": ""standard"", ""parameter"": 10.0, ""gamma"": null, ""candidate"": ""logistic_bandpower_only_9_l2_10"", ""parameters"": ""{\""parameter\"": 10.0, \""gamma\"": null}""}",0.4434283553154969,VisualCogB_Task-2,194.0,93.0,0.45161290322580644,0.4539777983348751,0.4879740980573543,0.42502121469269,,
